uuid,story,room_index,n_planes,n_oblique_raw,raw_majority_class,pipeline_class,raw_vs_pipeline_agrees,incl_p50_deg,classification_counts
940c5969-1037-4f02-810b-6d4c89b0582b,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
940c5969-1037-4f02-810b-6d4c89b0582b,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
940c5969-1037-4f02-810b-6d4c89b0582b,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,1,4,3,oblique,mixed,False,12.65,"{""flat_matched"": 1, ""oblique_matched"": 3}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,4,3,2,oblique,mixed,False,16.02,"{""flat_matched"": 1, ""oblique_matched"": 2}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,5,3,1,flat,mixed,False,0.0,"{""flat_matched"": 2, ""oblique_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,8,1,1,oblique,mixed,False,14.64,"{""oblique_matched"": 1}"
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,9,4,3,oblique,mixed,False,14.48,"{""flat_matched"": 1, ""oblique_matched"": 2, ""oblique_wrong_orientation"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,0,1,1,oblique,mixed,False,11.85,"{""oblique_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
945b16b9-0ebf-409e-af08-aab7672801d2,0,7,5,3,oblique,mixed,False,10.92,"{""flat_matched"": 2, ""oblique_matched"": 3}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,0,2,1,flat,flat,True,12.65,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,7,3,1,flat,flat,True,0.0,"{""flat_matched"": 2, ""oblique_covered_by_flat"": 1}"
964a40ac-d9df-44e1-b64b-84e02b909004,0,8,1,0,flat,flat,True,3.81,"{""flat_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,0,1,1,oblique,mixed,False,12.44,"{""oblique_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,1,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,2,10,8,oblique,mixed,False,14.5,"{""flat_matched"": 2, ""oblique_matched"": 7, ""oblique_wrong_orientation"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,3,1,1,oblique,mixed,False,14.33,"{""oblique_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,4,10,9,oblique,mixed,False,14.55,"{""flat_matched"": 1, ""oblique_matched"": 9}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,5,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,6,1,1,oblique,mixed,False,13.37,"{""oblique_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,7,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,8,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,9,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
97571caa-1065-4ac5-a385-2ec9758026dd,0,10,4,3,oblique,mixed,False,67.15,"{""oblique_wrong_orientation"": 3, ""flat_matched"": 1}"
9829323a-4939-45bf-ae66-b950b18ddf52,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9829323a-4939-45bf-ae66-b950b18ddf52,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9829323a-4939-45bf-ae66-b950b18ddf52,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9829323a-4939-45bf-ae66-b950b18ddf52,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9829323a-4939-45bf-ae66-b950b18ddf52,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,0,1,1,oblique,mixed,False,7.63,"{""oblique_matched"": 1}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,1,5,2,flat,mixed,False,1.68,"{""flat_matched"": 3, ""oblique_matched"": 2}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,2,7,6,oblique,mixed,False,14.9,"{""oblique_matched"": 5, ""flat_matched"": 1, ""oblique_wrong_orientation"": 1}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,3,2,1,flat,mixed,False,4.35,"{""flat_matched"": 1, ""oblique_matched"": 1}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,4,4,2,flat,mixed,False,3.83,"{""flat_matched"": 2, ""oblique_matched"": 2}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,5,1,1,oblique,mixed,False,5.2,"{""oblique_matched"": 1}"
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,6,5,4,oblique,mixed,False,6.69,"{""flat_matched"": 1, ""oblique_matched"": 4}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,0,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,1,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,2,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,3,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,4,9,7,oblique,mixed,False,14.01,"{""flat_matched"": 2, ""oblique_matched"": 4, ""oblique_wrong_orientation"": 3}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,5,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,6,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,7,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,1,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,3,2,1,flat,mixed,False,3.47,"{""flat_matched"": 1, ""oblique_matched"": 1}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,7,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
9bc73438-328e-440e-a4be-25efa61d3b7c,0,2,1,1,oblique,mixed,False,6.11,"{""oblique_matched"": 1}"
9bc73438-328e-440e-a4be-25efa61d3b7c,0,3,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
9bc73438-328e-440e-a4be-25efa61d3b7c,0,4,3,1,flat,mixed,False,0.0,"{""flat_matched"": 2, ""oblique_matched"": 1}"
9bc73438-328e-440e-a4be-25efa61d3b7c,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bc73438-328e-440e-a4be-25efa61d3b7c,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bc73438-328e-440e-a4be-25efa61d3b7c,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,11,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,0,13,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c42b8bc-b55c-427b-b695-9d073c5f8a75,1,9,5,4,oblique,oblique,True,46.09,"{""flat_covered_by_oblique"": 1, ""oblique_wrong_orientation"": 1, ""oblique_matched"": 3}"
9c42b8bc-b55c-427b-b695-9d073c5f8a75,1,10,7,6,oblique,oblique,True,47.48,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 4, ""oblique_wrong_orientation"": 2}"
9c42b8bc-b55c-427b-b695-9d073c5f8a75,1,11,3,2,oblique,oblique,True,46.79,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 2}"
9c42b8bc-b55c-427b-b695-9d073c5f8a75,1,12,2,1,flat,oblique,False,23.25,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 1}"
9c42b8bc-b55c-427b-b695-9d073c5f8a75,1,13,2,1,flat,oblique,False,22.57,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,11,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,12,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,13,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,0,14,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,1,15,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9c80d7ae-2804-4b2f-83bb-544927398846,1,16,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,0,8,7,5,oblique,mixed,False,24.17,"{""flat_matched"": 2, ""oblique_matched"": 3, ""oblique_covered_by_flat"": 2}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a085ad69-b4d4-4296-bc5e-731a0cceec5e,0,10,1,0,flat,flat,True,1.27,"{""flat_matched"": 1}"
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,2,2,12,10,oblique,mixed,False,45.03,"{""flat_matched"": 2, ""oblique_matched"": 5, ""oblique_covered_by_flat"": 1, ""oblique_wrong_orientation"": 4}"
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,2,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,1,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,1,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,0,9,3,0,flat,flat,True,0.0,"{""flat_matched"": 3}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,1,0,4,1,flat,flat,True,0.0,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 1}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,1,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,1,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,1,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,1,4,7,4,oblique,flat,False,6.06,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 4}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,1,5,8,7,oblique,flat,False,46.45,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 7}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,2,8,13,12,oblique,mixed,False,48.06,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 8, ""oblique_matched"": 3, ""oblique_wrong_orientation"": 1}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,2,9,3,2,oblique,mixed,False,18.21,"{""flat_matched"": 1, ""oblique_wrong_orientation"": 1, ""oblique_matched"": 1}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,2,10,16,14,oblique,mixed,False,48.21,"{""flat_matched"": 2, ""oblique_matched"": 7, ""oblique_wrong_orientation"": 4, ""oblique_covered_by_flat"": 3}"
a317a543-06cf-4f1b-97d2-139c26c1cb13,2,11,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a3997c27-0367-483e-a462-64847105997d,0,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a430ffa9-a314-4352-8b54-dfbd04634861,1,0,5,3,oblique,mixed,False,30.05,"{""flat_matched"": 2, ""oblique_matched"": 2, ""oblique_covered_by_flat"": 1}"
a430ffa9-a314-4352-8b54-dfbd04634861,1,1,2,1,flat,mixed,False,21.63,"{""flat_matched"": 1, ""oblique_matched"": 1}"
a430ffa9-a314-4352-8b54-dfbd04634861,1,2,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
a430ffa9-a314-4352-8b54-dfbd04634861,1,3,2,1,flat,mixed,False,21.15,"{""flat_matched"": 1, ""oblique_matched"": 1}"
a430ffa9-a314-4352-8b54-dfbd04634861,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a430ffa9-a314-4352-8b54-dfbd04634861,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a443b86f-c86a-47a7-abef-0a56893c99b0,0,1,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
a443b86f-c86a-47a7-abef-0a56893c99b0,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a443b86f-c86a-47a7-abef-0a56893c99b0,0,3,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
a443b86f-c86a-47a7-abef-0a56893c99b0,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a443b86f-c86a-47a7-abef-0a56893c99b0,1,6,6,5,oblique,mixed,False,44.64,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 4, ""oblique_matched"": 1}"
a443b86f-c86a-47a7-abef-0a56893c99b0,1,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a443b86f-c86a-47a7-abef-0a56893c99b0,1,8,5,4,oblique,flat,False,39.27,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 4}"
a443b86f-c86a-47a7-abef-0a56893c99b0,1,9,2,1,flat,mixed,False,22.16,"{""flat_matched"": 1, ""oblique_matched"": 1}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,0,0,6,3,flat,flat,True,6.52,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 3}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,1,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,1,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,1,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,1,5,1,1,oblique,mixed,False,6.37,"{""oblique_matched"": 1}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,1,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,2,8,9,7,oblique,oblique,True,15.18,"{""flat_covered_by_oblique"": 2, ""oblique_wrong_orientation"": 2, ""oblique_matched"": 5}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,2,9,4,3,oblique,oblique,True,43.17,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 3}"
a492a5d6-ab9f-4b1e-bbfe-4762c1370a40,2,10,3,2,oblique,oblique,True,9.65,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 1, ""oblique_wrong_orientation"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a4d6eef3-6107-45a3-bd37-3cf2ef4e9efb,0,9,4,3,oblique,mixed,False,18.66,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 2, ""oblique_matched"": 1}"
a8a3b04b-42d0-4468-8b3a-5e2135b9313b,0,1,4,0,flat,flat,True,0.0,"{""flat_matched"": 4}"
a8a3b04b-42d0-4468-8b3a-5e2135b9313b,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8a3b04b-42d0-4468-8b3a-5e2135b9313b,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8a3b04b-42d0-4468-8b3a-5e2135b9313b,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8a3b04b-42d0-4468-8b3a-5e2135b9313b,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8a3b04b-42d0-4468-8b3a-5e2135b9313b,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8aca518-ee19-4cef-8df9-1b574c2d43d1,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8aca518-ee19-4cef-8df9-1b574c2d43d1,0,2,14,11,oblique,flat,False,22.16,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 11}"
a8aca518-ee19-4cef-8df9-1b574c2d43d1,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
a8aca518-ee19-4cef-8df9-1b574c2d43d1,1,6,2,1,flat,flat,True,9.62,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 1}"
a8aca518-ee19-4cef-8df9-1b574c2d43d1,1,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
